,Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality
2112,3411,7.0,0.22,0.26,2.8,36.0,44.0,132.0,0.99078,3.34,0.41,12.0,1
2113,3069,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1
2114,1338,7.0,0.23,0.33,1.0,43.0,46.0,110.0,0.99118,3.04,0.65,10.8,1
2115,1264,7.4,0.25,0.36,13.2,67.0,53.0,178.0,0.9976,3.01,0.48,9.0,1
2116,3954,7.4,0.26,0.37,9.4,47.0,42.0,147.0,0.9982,3.46,0.72,10.0,0
2117,3970,7.8,0.25,0.34,13.7,44.0,66.0,184.0,0.99976,3.22,0.75,8.9,0
2118,2250,6.7,0.5,0.63,13.4,78.0,81.0,238.0,0.9988,3.08,0.44,9.2,0
2119,1543,8.0,0.18,0.37,1.3,0.04,15.0,96.0,0.9912,3.06,0.61,12.1,1
2120,721,6.1,0.17,0.27,1.5,56.0,45.0,135.0,0.9924,3.2,0.43,10.2,1
2122,1670,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1
2123,3989,6.8,0.18,0.24,9.8,58.0,64.0,188.0,0.9952,3.13,0.51,10.6,1
2124,4509,6.7,0.14,0.46,1.6,36.0,15.0,92.0,0.99264,3.37,0.49,10.9,0
2125,4652,6.2,0.36,0.14,8.9,36.0,38.0,155.0,0.99622,3.27,0.5,9.4,0
2126,2864,6.4,0.32,0.5,10.7,47.0,57.0,206.0,0.9968,3.08,0.6,9.4,0
2127,3020,6.1,0.2,0.17,1.6,48.0,46.0,129.0,0.991,3.3,0.43,11.4,1
2128,2161,6.2,0.36,0.27,3.2,32.0,13.0,73.0,0.98942,2.9,0.69,12.6,1
2129,850,7.2,0.31,0.46,5.0,0.04,3.0,29.0,0.9906,3.04,0.53,12.5,0
2130,3943,8.0,0.42,0.36,5.0,37.0,34.0,101.0,0.992,3.13,0.57,12.3,1
2131,3243,6.8,0.11,0.27,8.6,44.0,45.0,104.0,0.99454,3.2,0.37,9.9,1
2132,3669,6.4,0.475,0.06,1.0,0.03,9.0,131.0,0.9904,2.97,0.29,10.8,0
2133,1843,6.9,0.58,0.58,8.2,32.0,29.0,169.0,0.99275,3.28,0.44,12.2,1
2134,3335,7.6,0.29,0.26,6.5,42.0,32.0,160.0,0.9944,3.14,0.47,10.7,0
2135,3727,7.3,0.26,0.24,1.7,0.05,10.0,112.0,0.99286,3.11,0.43,9.9,0
2136,682,7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,1
2137,276,6.1,0.33,0.32,7.8,52.0,52.0,183.0,0.99657,3.39,0.65,9.5,0
2138,180,6.7,0.44,0.22,4.3,32.0,19.0,99.0,0.99015,3.26,0.53,12.8,1
2139,425,6.8,0.11,0.27,8.6,44.0,45.0,104.0,0.99454,3.2,0.37,9.9,1
2140,3530,6.3,0.29,0.23,14.2,37.0,24.0,99.0,0.99528,3.08,0.38,10.6,1
2141,4392,7.2,0.17,0.34,6.4,42.0,16.0,111.0,0.99278,2.99,0.4,10.8,1
2142,3164,8.2,0.28,0.42,1.8,31.0,30.0,93.0,0.9917,3.09,0.39,11.4,0
2143,1676,6.1,0.22,0.25,12.1,35.0,54.0,135.0,0.99481,3.21,0.4,10.7,0
2144,4607,5.6,0.175,0.29,0.8,43.0,20.0,67.0,0.99112,3.28,0.48,9.9,1
2145,715,5.7,0.27,0.32,1.2,46.0,20.0,155.0,0.9934,3.8,0.41,10.2,1
2146,4489,6.2,0.35,0.03,1.2,64.0,29.0,120.0,0.9934,3.22,0.54,9.1,0
2147,3908,6.8,0.18,0.35,5.4,54.0,53.0,143.0,0.99287,3.1,0.54,11.0,1
2148,394,7.2,0.27,0.31,1.2,31.0,27.0,80.0,0.98892,3.03,0.33,12.7,1
2149,4319,6.1,0.38,0.2,6.6,33.0,25.0,137.0,0.9938,3.3,0.69,10.4,1
2150,2116,6.4,0.15,0.29,1.8,44.0,21.0,115.0,0.99166,3.1,0.38,10.2,0
2151,950,6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.99045,3.15,0.38,12.7,1
2152,3273,6.5,0.5,0.22,4.1,36.0,35.0,131.0,0.9902,3.26,0.55,13.0,1
2153,1192,6.7,0.31,0.31,4.9,31.0,20.0,151.0,0.9926,3.36,0.82,12.0,1
2154,4251,5.4,0.185,0.19,7.1,48.0,36.0,110.0,0.99438,3.26,0.41,9.5,1
2156,3796,8.0,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,0
2157,3231,6.1,0.27,0.43,7.5,49.0,65.0,243.0,0.9957,3.12,0.47,9.0,0
2158,1112,6.1,0.21,0.38,1.5,39.0,37.0,122.0,0.98972,3.2,0.43,12.0,1
2159,577,7.4,0.33,0.26,2.6,0.04,29.0,115.0,0.9913,3.07,0.52,11.8,1
2160,4277,7.5,0.18,0.31,11.7,51.0,24.0,94.0,0.997,3.19,0.44,9.5,1
2161,3648,7.0,0.3,0.49,4.7,36.0,17.0,105.0,0.9916,3.26,0.68,12.4,1
2162,561,7.0,0.16,0.32,8.3,45.0,38.0,126.0,0.9958,3.21,0.34,9.2,0
2163,3517,7.3,0.33,0.4,6.85,38.0,32.0,138.0,0.992,3.03,0.3,11.9,1
2164,4001,8.1,0.26,0.33,11.1,52.0,52.5,158.0,0.9976,3.03,0.49,10.2,1
2166,3120,7.6,0.16,0.44,1.4,43.0,25.0,109.0,0.9932,3.11,0.75,10.3,1
2167,2259,7.6,0.27,0.52,3.2,43.0,28.0,152.0,0.99129,3.02,0.53,11.4,1
2168,4453,8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,2.95,0.39,10.2,1
2169,1482,7.2,0.27,0.27,2.4,48.0,30.0,149.0,0.9936,3.1,0.51,9.2,1
2170,1661,6.8,0.19,0.34,1.9,0.04,41.0,108.0,0.99,3.25,0.45,12.9,1
2171,1966,7.0,0.31,0.52,1.7,29.0,5.0,61.0,0.9918,3.07,0.43,10.4,0
2172,1097,5.0,0.61,0.12,1.3,9.0,65.0,100.0,0.9874,3.26,0.37,13.5,0
2173,2663,7.9,0.22,0.49,3.8,42.0,26.0,105.0,0.993,3.1,0.39,10.5,0
2175,2972,5.9,0.26,0.25,12.5,34.0,38.0,152.0,0.9977,3.33,0.43,9.4,0
2176,3945,7.1,0.25,0.3,2.4,42.0,25.0,122.0,0.994,3.43,0.61,10.5,1
2177,4262,6.4,0.35,0.28,12.6,39.0,19.0,124.0,0.99539,3.2,0.43,10.6,1
2180,810,6.5,0.29,0.31,1.7,35.0,24.0,79.0,0.99053,3.27,0.69,11.4,1
2181,1324,8.0,0.22,0.42,14.6,44.0,45.0,163.0,1.0003,3.21,0.69,8.6,1
2182,1666,6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,0
2183,1690,7.1,0.26,0.37,5.5,25.0,31.0,105.0,0.99082,3.06,0.33,12.6,1
2184,14,6.8,0.35,0.53,10.1,53.0,37.0,151.0,0.9963,3.07,0.4,9.4,0
2185,1858,7.0,0.2,0.35,8.8,37.0,31.0,103.0,0.99388,3.13,0.49,11.0,1
2186,2990,5.4,0.45,0.27,6.4,33.0,20.0,102.0,0.98944,3.22,0.27,13.4,1
2187,2234,6.9,0.4,0.3,10.6,33.0,24.0,87.0,0.99265,3.15,0.45,12.8,1
2188,4410,7.4,0.18,0.4,1.6,47.0,22.0,102.0,0.9937,3.28,0.44,10.7,0
2189,4561,6.8,0.31,0.32,7.6,52.0,35.0,143.0,0.9959,3.14,0.38,9.0,0
2190,3738,7.0,0.16,0.32,8.3,45.0,38.0,126.0,0.9958,3.21,0.34,9.2,0
2191,1802,6.6,0.35,0.35,6.0,63.0,31.0,150.0,0.99537,3.1,0.47,9.4,1
2192,1202,6.4,0.15,0.29,1.8,44.0,21.0,115.0,0.99166,3.1,0.38,10.2,0
2193,3829,7.4,0.31,0.26,8.6,48.0,47.0,206.0,0.9964,3.26,0.36,9.1,0
2194,2559,7.3,0.31,0.69,10.2,41.0,58.0,160.0,0.9977,3.06,0.45,8.6,0
2195,4354,6.9,0.24,0.33,4.8,0.04,16.0,131.0,0.9936,3.26,0.64,10.7,1
2196,3916,7.3,0.2,0.39,2.3,48.0,24.0,87.0,0.99044,2.94,0.35,12.0,1
2197,1785,6.7,0.4,0.22,8.8,52.0,24.0,113.0,0.99576,3.22,0.45,9.4,0
2198,515,5.7,0.2,0.3,2.5,46.0,38.0,125.0,0.99276,3.34,0.5,9.9,1
2199,193,6.5,0.51,0.25,1.7,48.0,39.0,177.0,0.99212,3.28,0.57,10.6,0
2200,1290,8.9,0.33,0.34,1.4,56.0,14.0,171.0,0.9946,3.13,0.47,9.7,0
2201,3740,6.7,0.38,0.26,9.55,36.0,35.0,91.0,0.9919,2.98,0.37,12.4,1
2202,209,7.8,0.27,0.58,11.2,36.0,44.0,161.0,0.9977,3.06,0.41,8.9,1
2203,3,7.6,0.17,0.35,1.6,47.0,43.0,154.0,0.9934,3.36,0.69,11.1,1
2204,422,7.0,0.28,0.32,7.75,32.0,30.0,114.0,0.99158,3.12,0.64,12.8,1
2205,1524,8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,1
2206,1760,7.7,0.25,0.3,7.8,38.0,67.0,196.0,0.99555,3.1,0.5,10.1,0
2207,4425,8.1,0.3,0.31,1.1,41.0,49.0,123.0,0.9914,2.99,0.45,11.1,1
2208,1166,6.9,0.32,0.26,8.3,53.0,32.0,180.0,0.9965,3.25,0.51,9.2,1
2209,2294,7.2,0.3,0.3,8.7,22.0,14.0,111.0,0.99576,3.11,0.61,10.6,0
2210,963,6.3,0.2,0.26,1.6,27.0,36.0,141.0,0.99268,3.53,0.56,10.8,1
2211,4542,5.0,0.2,0.4,1.9,15.0,20.0,98.0,0.9897,3.37,0.55,12.05,1
2212,47,6.9,0.2,0.28,1.2,48.0,36.0,159.0,0.9936,3.19,0.43,9.1,1
2213,1717,6.6,0.25,0.35,14.0,69.0,42.0,163.0,0.999,3.56,0.47,9.8,0
2214,3598,6.6,0.29,0.31,3.9,27.0,39.0,96.0,0.99035,3.24,0.6,12.6,1
2215,886,7.6,0.27,0.3,9.2,18.0,23.0,96.0,0.9938,3.08,0.29,11.0,1
2216,4405,7.1,0.23,0.28,1.9,46.0,33.0,103.0,0.98997,3.12,0.31,12.0,0
2217,3559,4.8,0.29,0.23,1.1,44.0,38.0,180.0,0.98924,3.28,0.34,11.9,1
2218,3121,6.9,0.35,0.55,11.95,38.0,22.0,111.0,0.99687,3.11,0.29,9.7,0
2219,33,7.1,0.18,0.49,1.3,33.0,12.0,72.0,0.99072,3.05,0.53,11.3,1
2221,3031,8.0,0.25,0.13,17.2,36.0,49.0,219.0,0.9996,2.96,0.46,9.7,0
2222,3490,6.8,0.22,0.3,13.6,55.0,50.0,180.0,0.9984,3.44,0.39,9.8,0
2223,4073,6.9,0.22,0.49,7.0,63.0,50.0,168.0,0.9957,3.54,0.5,10.3,1
2224,2093,6.9,0.29,0.4,19.45,43.0,36.0,156.0,0.9996,2.93,0.47,8.9,0
2225,3498,7.2,0.14,0.32,1.1,22.0,48.0,116.0,0.99218,3.04,0.67,10.0,1
2226,849,7.5,0.32,0.26,1.8,42.0,13.0,133.0,0.9938,3.07,0.38,9.5,0
2227,3192,6.8,0.3,0.35,2.8,38.0,10.0,164.0,0.9912,3.09,0.53,12.0,1
2228,1182,6.2,0.25,0.44,15.8,57.0,39.0,167.0,0.99804,3.14,0.51,9.2,0
2229,3864,6.4,0.24,0.26,8.2,54.0,47.0,182.0,0.99538,3.12,0.5,9.5,0
2231,4572,6.1,0.41,0.0,1.6,63.0,36.0,87.0,0.9914,3.27,0.67,10.8,1
2232,1006,6.7,0.18,0.19,4.7,46.0,57.0,161.0,0.9946,3.32,0.66,10.5,1
2233,1753,6.1,0.27,0.31,1.5,35.0,17.0,83.0,0.99076,3.32,0.44,11.1,1
2234,2240,7.0,0.16,0.32,1.1,32.0,29.0,80.0,0.98972,3.23,0.36,12.1,1
2235,1262,7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,0
2236,2678,7.5,0.29,0.67,8.1,37.0,53.0,166.0,0.9966,2.9,0.41,8.9,1
2237,1727,7.5,0.23,0.68,11.0,47.0,37.0,133.0,0.9978,2.99,0.38,8.8,0
2239,776,5.5,0.3,0.25,1.9,29.0,33.0,118.0,0.98972,3.36,0.66,12.5,1
2240,3957,6.3,0.19,0.21,1.8,49.0,35.0,163.0,0.9924,3.31,0.5,10.3,1
2241,4028,6.0,0.14,0.37,1.2,32.0,63.0,148.0,0.99185,3.32,0.44,11.2,0
2242,2332,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,3.16,0.42,8.7,0
2243,3154,6.2,0.3,0.3,2.5,41.0,29.0,82.0,0.99065,3.31,0.61,11.8,1
2244,1248,7.2,0.18,0.41,1.2,48.0,41.0,97.0,0.9919,3.14,0.45,10.4,0
2245,677,5.7,0.21,0.37,4.5,0.04,58.0,140.0,0.99332,3.29,0.62,10.6,1
2246,2505,6.3,0.24,0.74,1.4,38.15246053023524,24.0,108.0,0.9932,3.27,0.39,9.9,1
2247,3680,7.6,0.13,0.34,9.3,62.0,40.0,126.0,0.9966,3.21,0.39,9.6,0
2248,1017,6.6,0.18,0.26,17.3,51.0,17.0,149.0,0.9984,3.0,0.43,9.4,1
2249,3013,7.6,0.32,0.36,1.6,0.04,32.0,155.0,0.993,3.23,0.52,11.3,1
2250,3052,6.6,0.39,0.28,9.2,36.0,10.0,92.0,0.99206,3.07,0.35,12.1,1
2251,4488,7.1,0.3,0.36,6.8,55.0,44.5,234.0,0.9972,3.49,0.64,10.2,1
2252,2963,6.6,0.24,0.3,11.3,26.0,11.0,77.0,0.99381,3.13,0.55,12.8,1
2253,1410,6.7,0.21,0.34,1.5,35.0,45.0,123.0,0.98949,3.24,0.36,12.6,1
2254,108,6.0,0.44,0.26,3.1,53.0,57.0,128.0,0.98982,3.22,0.39,12.7,1
2255,2266,7.0,0.23,0.42,1.1,62.0,35.0,100.0,0.99318,3.04,0.4,9.2,0
2256,1077,7.1,0.47,0.24,6.0,44.0,11.0,77.0,0.9956,3.21,0.56,9.7,0
2257,375,6.2,0.38,0.18,7.4,95.0,28.0,195.0,0.99773,3.53,0.71,9.2,0
2258,1355,7.9,0.26,0.41,15.15,0.04,38.0,216.0,0.9976,2.96,0.6,10.0,1
2259,3383,6.4,0.21,0.3,5.6,44.0,43.0,160.0,0.9949,3.6,0.41,10.6,1
2260,4558,6.3,0.24,0.29,13.7,35.0,53.0,134.0,0.99567,3.17,0.38,10.6,1
2261,3381,6.8,0.18,0.3,12.8,62.0,19.0,171.0,0.99808,3.0,0.52,9.0,1
2262,4551,6.2,0.23,0.38,1.6,44.0,12.0,113.0,0.99176,3.3,0.73,11.4,0
2263,3396,6.6,0.25,0.42,11.3,49.0,77.0,231.0,0.9966,3.24,0.52,9.5,1
2264,2002,7.4,0.21,0.27,1.2,41.0,27.0,99.0,0.9927,3.19,0.33,9.8,1
2265,1722,7.1,0.26,0.32,14.45,74.0,29.0,107.0,0.998,2.96,0.42,9.2,1
2266,2382,6.2,0.66,0.48,1.2,29.0,29.0,75.0,0.9892,3.33,0.39,12.8,1
2268,2436,5.2,0.365,0.08,13.5,41.0,37.0,142.0,0.997,3.46,0.39,9.9,1
2270,456,6.3,0.33,0.2,17.9,66.0,36.0,161.0,0.9991,3.14,0.51,8.8,0
2271,466,6.8,0.18,0.37,1.5,27.0,37.0,93.0,0.992,3.3,0.45,10.8,1
2272,154,7.5,0.14,0.34,1.3,55.0,50.0,153.0,0.9945,3.29,0.8,9.6,1
2273,4131,6.4,0.35,0.28,1.6,37.0,31.0,113.0,0.98779,3.12,0.4,14.2,1
2274,1667,8.0,0.74,0.21,4.0,0.05,24.0,133.0,0.99418,3.06,0.38,9.7,0
2275,3968,6.5,0.43,0.18,13.15,32.0,25.0,131.0,0.99565,3.23,0.51,10.7,0
2276,2186,7.1,0.18,0.36,1.4,43.0,31.0,87.0,0.9898,3.26,0.37,12.7,1
2277,4128,6.9,0.3,0.45,1.4,39.0,36.0,122.0,0.99059,3.07,0.47,11.1,1
2278,1938,6.9,0.3,0.29,1.3,53.0,24.0,189.0,0.99362,3.29,0.54,9.9,0
2279,674,5.8,0.26,0.29,1.0,42.0,35.0,101.0,0.99044,3.36,0.48,11.4,1
2280,2764,6.7,0.16,0.32,12.5,35.0,18.0,156.0,0.99666,2.88,0.36,9.0,1
2281,892,5.8,0.19,0.25,10.8,42.0,33.0,124.0,0.99646,3.22,0.41,9.2,1
2282,3282,7.2,0.23,0.38,14.3,58.0,55.0,194.0,0.9979,3.09,0.44,9.0,1
2283,1428,6.1,0.3,0.3,2.1,31.0,50.0,163.0,0.9895,3.39,0.43,12.7,1
2284,2590,5.2,0.155,0.33,1.6,28.0,13.0,59.0,0.98975,3.3,0.84,11.9,1
2285,251,7.9,0.22,0.45,14.2,38.0,53.0,141.0,0.9992,3.03,0.46,9.2,1
2286,4178,6.9,0.3,0.21,15.7,56.0,49.0,159.0,0.99827,3.11,0.48,9.0,0
2287,938,5.8,0.32,0.2,2.6,27.0,17.0,123.0,0.98936,3.36,0.78,13.9,1
2288,3564,6.6,0.26,0.29,1.4,39.0,13.0,67.0,0.9915,3.05,0.49,10.9,1
2289,1240,9.2,0.28,0.46,3.2,58.0,39.0,133.0,0.996,3.14,0.58,9.5,0
2290,3692,6.8,0.24,0.34,2.7,47.0,64.5,218.5,0.9934,3.3,0.58,9.7,1
2291,3590,7.2,0.31,0.5,13.3,56.0,68.0,195.0,0.9982,3.01,0.47,9.2,0
2292,44,9.4,0.16,0.3,1.4,42.0,26.0,176.0,0.9954,3.15,0.46,9.1,0
2293,3618,7.5,0.23,0.49,7.7,49.0,61.0,209.0,0.9941,3.14,0.3,11.1,1
2294,4050,5.9,0.18,0.29,4.6,32.0,68.0,137.0,0.99159,3.21,0.38,11.3,1
2295,3906,6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,0
2296,3028,6.7,0.11,0.26,14.8,53.0,44.0,95.0,0.99676,3.2,0.35,9.8,1
2297,3545,6.5,0.13,0.27,2.6,35.0,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,1
2298,3141,6.7,0.31,0.34,6.8,59.0,51.0,215.0,0.99538,3.33,0.56,10.3,0
2299,2074,6.4,0.33,0.44,8.9,55.0,52.0,164.0,0.99488,3.1,0.48,9.6,0
2300,115,6.0,0.17,0.29,9.7,44.0,33.0,98.0,0.99536,3.12,0.36,9.2,1
2301,3353,5.6,0.245,0.32,1.1,47.0,24.0,152.0,0.9927,3.12,0.42,9.3,1
2302,123,7.2,0.4,0.49,1.1,48.0,11.0,138.0,0.9929,3.01,0.42,9.3,0
2303,1046,7.4,0.28,0.42,19.8,66.0,53.0,195.0,1.0,2.96,0.44,9.1,0
2304,4161,6.8,0.18,0.28,1.1,27.0,32.0,112.0,0.99089,3.15,0.45,11.0,1
2305,2287,8.2,0.22,0.36,6.8,34.0,12.0,90.0,0.9944,3.01,0.38,10.5,1
2306,289,8.5,0.26,0.21,16.2,74.0,41.0,197.0,0.998,3.02,0.5,9.8,0
2307,73,5.8,0.24,0.26,10.05,39.0,63.0,162.0,0.99375,3.33,0.5,11.2,1
2308,1158,6.4,0.22,0.38,9.1,44.0,35.0,127.0,0.99326,2.97,0.3,11.0,1
2309,495,7.5,0.35,0.28,9.6,51.0,26.0,157.0,0.9969,3.12,0.53,9.2,1
2310,3716,8.3,0.49,0.23,6.65,34.0,6.0,158.0,0.99344,3.05,0.48,11.2,0
2311,3216,6.1,0.14,0.25,1.3,47.0,37.0,173.0,0.9925,3.35,0.46,10.0,1
2312,660,7.4,0.28,0.49,1.5,34.0,20.0,126.0,0.9918,2.98,0.39,10.6,1
2313,2388,5.6,0.28,0.27,3.9,43.0,52.0,158.0,0.99202,3.35,0.44,10.7,1
2314,3465,6.5,0.35,0.38,7.4,36.0,20.0,196.0,0.99712,3.47,0.48,9.1,1
2315,452,6.9,0.24,0.49,1.3,32.0,35.0,148.0,0.9932,3.45,0.57,10.7,1
2316,215,6.5,0.19,0.3,0.8,43.0,33.0,144.0,0.9936,3.42,0.39,9.1,1
2317,3828,7.7,0.22,0.42,1.9,52.0,10.0,87.0,0.9922,3.3,0.49,11.8,1
2318,594,7.4,0.15,0.42,1.7,45.0,49.0,154.0,0.992,3.0,0.6,10.4,1
2319,3960,9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.9954,3.16,0.43,9.0,0
2320,348,7.4,0.32,0.22,1.7,51.0,50.0,179.0,0.9955,3.28,0.69,8.9,0
2321,2733,6.2,0.23,0.36,17.2,39.0,37.0,130.0,0.99946,3.23,0.43,8.8,1
2322,2693,5.3,0.585,0.07,7.1,44.0,34.0,145.0,0.9945,3.34,0.57,9.7,1
2323,2727,9.4,0.42,0.32,6.5,27.0,20.0,167.0,0.99479,3.08,0.43,10.6,0
2324,2159,7.4,0.21,0.8,12.3,38.0,77.0,183.0,0.99778,2.95,0.48,9.0,0
2325,2736,9.0,0.2,0.33,3.5,49.0,10.0,40.0,0.9944,3.14,0.36,9.8,1
2326,3447,6.1,0.33,0.3,3.0,36.0,30.0,124.0,0.98922,3.31,0.4,13.1,1
2327,2725,6.0,0.2,0.25,2.0,41.0,30.0,95.0,0.99078,3.27,0.56,11.1,1
2328,2591,6.1,0.24,0.32,9.0,31.0,41.0,134.0,0.99234,3.25,0.26,12.3,1
2329,3262,8.1,0.4,0.32,7.9,31.0,23.0,118.0,0.99176,3.05,0.46,13.3,1
2330,735,6.4,0.23,0.27,2.1,42.0,35.0,100.0,0.99094,3.03,0.63,10.9,1
2331,1770,6.7,0.13,0.45,4.2,43.0,52.0,131.0,0.99162,3.06,0.54,11.3,1
2332,2654,6.6,0.32,0.34,7.7,44.0,63.0,212.0,0.99526,3.22,0.48,9.7,1
2333,2248,7.3,0.34,0.3,1.3,57.0,25.0,173.0,0.9948,3.26,0.51,9.1,1
2334,4017,6.8,0.21,0.26,11.7,38.0,61.0,152.0,0.99523,3.02,0.56,10.5,1
2335,4110,8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.9918,3.04,0.37,10.5,0
2336,280,6.5,0.35,0.36,0.8,34.0,32.0,111.0,0.98942,3.11,0.5,12.1,1
2337,3337,6.9,0.28,0.37,9.1,37.0,16.0,76.0,0.9948,3.05,0.54,11.1,0
2338,3378,7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,1
2339,1082,9.0,0.27,0.35,4.9,28.0,27.0,95.0,0.9932,3.04,0.4,11.3,1
2340,1801,5.9,0.36,0.41,1.3,47.0,45.0,104.0,0.9917,3.33,0.51,10.6,1
2341,2968,7.7,0.16,0.36,5.9,54.0,25.0,148.0,0.99578,3.25,0.54,10.2,1
2342,895,6.4,0.23,0.35,4.6,39.0,43.0,147.0,0.99216,3.18,0.4,11.0,1
2343,2454,5.9,0.12,0.28,1.4,37.0,36.0,83.0,0.99074,3.33,0.42,10.9,1
2344,428,8.0,0.32,0.36,4.6,42.0,56.0,178.0,0.9928,3.29,0.47,12.0,1
2345,2232,7.8,0.27,0.35,1.2,0.05,36.0,140.0,0.99138,3.09,0.45,11.2,0
2346,1576,6.6,0.24,0.3,13.0,52.0,18.0,143.0,0.99825,3.37,0.49,9.4,1
2347,2146,6.4,0.34,0.44,8.2,43.0,54.0,201.0,0.99551,3.18,0.48,9.5,0
2348,4296,6.2,0.32,0.16,7.0,45.0,30.0,136.0,0.9949,3.18,0.47,9.6,1
2349,184,8.4,0.57,0.44,10.7,51.0,46.0,195.0,0.9981,3.15,0.51,10.4,0
2350,2629,7.2,0.19,0.31,6.3,34.0,17.0,103.0,0.99305,3.15,0.52,11.4,1
2351,69,8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,1
2352,3201,7.7,0.27,0.35,5.3,0.03,30.0,117.0,0.992,3.11,0.42,12.2,1
2353,899,6.8,0.26,0.34,13.9,34.0,39.0,134.0,0.9949,3.33,0.53,12.0,1
2354,330,6.5,0.31,0.61,13.0,53.0,31.0,123.0,0.99708,3.09,0.5,9.3,1
2355,4500,7.4,0.2,0.29,1.7,47.0,16.0,100.0,0.99243,3.28,0.45,10.6,1
2356,1421,6.8,0.32,0.39,9.6,26.0,34.0,124.0,0.99286,3.18,0.35,12.1,1
2357,1031,5.8,0.26,0.18,1.2,31.0,40.0,114.0,0.9908,3.42,0.4,11.0,1
2358,2587,6.8,0.46,0.26,2.7,42.0,28.0,83.0,0.99114,3.38,0.51,12.0,1
2359,1998,7.4,0.29,0.25,3.8,44.0,30.0,114.0,0.992,3.11,0.4,11.0,1
2360,2262,6.1,0.46,0.32,6.2,53.0,10.0,94.0,0.99537,3.35,0.47,10.1,0
2361,923,6.3,0.27,0.49,1.2,63.0,35.0,92.0,0.9911,3.38,0.42,12.2,1
2362,807,8.4,0.2,0.38,11.8,55.0,51.0,170.0,1.0004,3.34,0.82,8.9,1
2363,2317,7.3,0.41,0.24,6.8,57.0,41.0,163.0,0.9949,3.2,0.41,9.9,1
2364,2268,6.3,0.2,0.24,1.7,52.0,36.0,135.0,0.99374,3.8,0.66,10.8,1
2365,2610,7.6,0.21,0.44,1.9,36.0,10.0,119.0,0.9913,3.01,0.7,12.8,1
2366,2148,6.2,0.35,0.2,18.1,69.0,33.0,158.0,0.99908,3.15,0.5,8.8,1
2367,932,6.2,0.3,0.26,13.4,46.0,57.0,206.0,0.99775,3.17,0.43,9.5,1
2368,1765,7.8,0.29,0.36,7.0,42.0,38.0,161.0,0.9941,3.26,0.37,11.2,1
2369,3242,6.1,0.36,0.41,19.35,0.07,67.0,207.0,1.00118,3.39,0.53,9.1,0
2370,3570,8.0,0.29,0.49,11.7,35.0,40.0,131.0,0.9958,3.14,0.34,10.8,0
2371,905,6.8,0.26,0.4,7.5,46.0,45.0,179.0,0.99583,3.2,0.49,9.3,0
2372,2188,6.3,0.21,0.28,1.5,51.0,46.0,142.0,0.9928,3.23,0.42,10.1,1
2373,3199,6.8,0.35,0.32,2.4,48.0,35.0,103.0,0.9911,3.28,0.46,12.0,1
2374,1536,7.6,0.33,0.35,6.3,36.0,12.0,126.0,0.9924,3.16,0.39,12.0,1
2375,24,4.4,0.54,0.09,5.1,38.0,52.0,97.0,0.99022,3.41,0.4,12.2,1
2376,1152,7.0,0.36,0.14,11.6,43.0,35.0,228.0,0.9977,3.13,0.51,8.9,0
2377,4400,6.8,0.28,0.36,1.6,0.04,25.0,87.0,0.9924,3.23,0.66,10.3,1
2378,1028,5.2,0.21,0.31,1.7,48.0,17.0,61.0,0.98953,3.24,0.37,12.0,1
2379,1739,5.0,0.3,0.33,3.7,0.03,54.0,173.0,0.9887,3.36,0.3,13.0,1
2380,2997,5.5,0.29,0.3,1.1,22.0,20.0,110.0,0.98869,3.34,0.38,12.8,1
2381,2566,6.5,0.33,0.28,6.1,18.0,41.0,103.0,0.99122,3.24,0.32,12.2,1
2382,1659,6.9,0.4,0.37,8.9,53.0,36.0,148.0,0.996,3.16,0.5,9.3,0
2383,2842,7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,1
2384,1583,5.9,0.27,0.29,11.4,36.0,31.0,115.0,0.9949,3.35,0.48,10.5,1
2385,3826,7.6,0.27,0.25,13.9,0.05,45.0,199.0,0.9984,3.34,0.5,9.8,1
